File name,Original_node,Original_edge,Pruning_node,Pruning_edge,Reduction_node,Reduction_edge
03c343e2365517ef37bdc99ebc679d73f124b519890176f695767a42ef945d96.462429cff67a56b3e879b3a8d42c3fca,4644,8871,2325,5133,2319,3738
03c67cec6c3cf9bd8b0d85f4321a825f038507b41c891984c1abe7e085792250.5cb1060faa019667305b31585919fca3,681,1004,305,502,376,502
03c78d58f22b4ebe6bb92735d19c869e57d10ed3071644c1a429170e7c9f3d51.3cdc9852918016e118aad5b1d359e475,5101,9954,2916,6744,2185,3210
0415d375101c46a635ad08c093f23fb0032dafe48f15224a4e9867950080d8bd.9b707640e83180051b11e9f2a4d9592f,941,1859,717,1416,224,443
042571a4b49103b62431b39701bbf459e197d0ef76c37652b5d4a5141b110601.9ba6b98bd707497c881617bc6ef5250b,1908,5789,1565,5088,343,701
045b3aa12aed348a4efd5574b88da97c036a766d77963773974dee02ea8d7ceb.d3ee9693fc398614ee1ca9c1bfacc540,799,1605,619,1224,180,381
048449f839bfa7afc61aed035ba870aff254b7534c8444cbb701e31ec6d47f24.0c2bc1456176bc0736c5f18159c976c1,1313,2682,838,1636,475,1046
048ceb8c5a36a644a3c33cc9527195ff68bef5a76cf0de9e7da1cc77eb0a461c.a2cdae7614ac653b945e432bc27ad05e,698,1243,553,996,145,247
049d5d5e6dda98f512e0a9fd2d8e3299bb16adfb63d95033ed6a839588d14425.2e908036be358ce313a97a266fed10e3,1707,3296,1240,2653,467,643
04aafce54bf2350a4cabd8b4d6999cd489db0302118bf0dc2c95c8d4db58e018.80cb9696d3812bdd2f22ad0aa083fe0f,3256,8202,2200,6032,1056,2170
04b126e20c7211e1f73fbfc9ae2a02d8ae4efcc3e0fec2bc93131e2b61c04f61.7c8811e33e98dfa167ab9e01a3f3dc5e,8473,19615,4963,13088,3510,6527
04c9122a1e53d5058786e79e46a4315ba1fe5a52b8a27c4cad64f7316eea7463.6ce6435ac81f494c17b1e36bae1ebcfe,7127,13193,2924,6735,4203,6458
04dece212e4a74aac8e1c3704ffdb615367c2a79fb93cbcaff75765d24aa6e9b.35b4e0ddbc0a754b3f543ec3f590aaaf,26432,68747,10459,32198,15973,36549
0530f4bfc27d83e1448f17704b8cdf15c6869906cbad471e17ef6f463d893b8f.3a428703b9a1d41aab18c66ab896e8fb,10641,19981,4570,13395,6071,6586
05317565efeb3a46e07bd2b982114cd43ff1409d80b496f1424ffc5e5c25e018.4726e3fc791adcf287dcc55b32503f62,4918,8045,2221,5162,2697,2883
05367fe9f0e8846f4c4e2efa127d1f9d361c7dd1425c507524bedc58aea320de.002a9d65d397bdda4755ab50bc5dc571,7397,15970,3997,9461,3400,6509
05cb4853ef84372c4a524fad65e5b05f835352761fa6bf05f472304a3074f601.5d83660e2383bb80d17b8ec52516ca18,6742,17915,4760,13405,1982,4510
05d382028f2a7d92cbb308033b0036a49907787d99ce4367d0c1de9a76a2861b.a9ce25b5a912e31630e4a8b9ca19ade7,2669,6060,1745,4512,924,1548
05d8673b6aa8305533a94ba794abd575bf0bb7fd040bccb0e73c5756a69115f9.1ae91bf370071279dbc09eafed4e09a5,1336,3093,1048,2458,288,635
0628109ac9bc94f397e9f210bb5f37f2ba259e4ee07437fa4e57416dcc2b4462.38a717d38ecca3fc052cd0d029ddcfb1,14729,39496,9112,28731,5617,10765
0669dccf3a9a08ba5d148aed4568c6a15f65075d913243f160b4c5c5ab31fc61.2ff33a80a1a0bc9a793eb4d55741269d,1131,2261,801,1579,330,682
0680cf0a42fdde53a118f8b3db8e28e6b00ef9146073e00ee4b285650144be6c.9e4f79951065bfe05a1b26b9230a4785,1605,3211,1198,2597,407,614
06a4f78aaf72cad639986044cd43ada4b6d101cd9ab1024c2fbea330eb4aee1a.6fb0d879afa60ea2a5c3a503083c7735,5862,11807,2060,5101,3802,6706
06b318865f74f6bd3a903d186076af08878a15312f889a350367b6b2ef9afd9a.3d779e61090436e6c54c75e286daa970,2015,4423,1569,3675,446,748
06b71830ac72b84cf3d3d752baaca65485108d0cb7fb1495a54fae49fd93c073.50fb6ffb6b755080c1db25fcfae0307d,185,296,2,1,183,295
06cb35d6acf876ac6373af046426dba6ab54016fa9e66432ff0fcdb064081e98.3a56d6800f15193516d073aa011a80c4,4534,7353,2066,4874,2468,2479
071e40d21c0a1b4352abc014b717f4419161d5967580d05b326cbf3eaecafca9.b35a8b7819eae9b9cfb48867770f0458,2910,9020,2358,7824,552,1196
0726f5bcd7689892b31f5e04f1f952835133eb57dfcd8b65bc0c79b883fb5b10.d9f588805fbbca5b6ce369bcd232a3bf,1118,2224,797,1566,321,658
074014a3c6c5f9477a63a4c4c9331c700e540e3a565d0d4f8426ac5774fd9f32.6d1903a8460bb8daca447d41d9ffadfc,12409,17518,3748,8780,8661,8738
0746306beba1983be5e510bdbdf8b079de98f666c8f682e8c0ed37152778ae30.9e2f0f0672a527a36670a1df3b80ce12,6118,17205,3711,11762,2407,5443
075049984d2937039dde452818bc6b844c8c8cd17232db8d951306f02234b2ea.5ff5abdddb3b1990bccfcfe3aab5094c,4307,10397,3221,8359,1086,2038
076c5f5f1391f89ed61f212a9b893849292797e7f72c613490b21bde2a719007.da09709805d579f05d8bb41b2071a9e8,4684,5802,1017,2257,3667,3545
082b102aaab4354b7b003a6fe5b21274582b0ed49441351a4a3f8a23012b55a5.21eed64ce73fe43590437bf25c73c9e3,7836,13291,3635,8455,4201,4836
084e4f533e49d54a57c460a58dd5226264a8d8e48f16fdda0c27fc3566d7e1ba.67bdaab17d4504a926fd8db4b7e753e9,902,1858,690,1457,212,401
085f8e90d07bea77ba7e0789b2a95fd41b6c3a6462f0021a92d536e815d9a92e.9bcfbb130b98eaf0d5ad7bd670049fcd,1605,3211,1198,2597,407,614
08c8837b2bd3d327101337b7bd7a6725e48eba2d9803dcaf5dbaf0cdc4e3a975.4b5659446943264a27500d80de9f99d9,5482,14194,3923,11489,1559,2705
08d3169948efa5ca47d06c7fc2bae808a8788cff6810d3b234de2b550a3250d5.3f0cc5de6bf1e93197ea73d8d24d3a9c,18064,48092,10134,33007,7930,15085
0965b350a12fc8e55865501b73d6dab4cfd35c0fd283a4dc463f77867271eed4.c63b11affb39d475982a418fc78e3a74,732,1481,573,1141,159,340
0993b36f203483306288ec29846ef902b2410c50983c81194e777a97ed6333e8.6468c8aef38535f6b8b24fb86673430c,1336,3093,1048,2458,288,635
099a9bedba55e6c81b142132f57190865323091d401c213187e97db1f38aa660.6edfb6f4b344e6339b40cd727016cc91,1195,2795,948,2324,247,471
09af9728452efed219f3848972b43c0bf0eb12821e46007f88fb37dc98a75ea1.31ab15036cfb48edb1c31b5971be809b,17864,45927,8814,26695,9050,19232
09c70721776a3d0b345d2fbc647b363648c91b2f8f3dd0c25cf928aba4ade179.1df06dc4d8d951cea53ba59367fc164d,5406,11364,1194,3170,4212,8194
0a37f086841ff927ec8bee9f3bdb1048ecfba54b09aea400e980bd3ef301519d.77f09f214993016fbc747b5bafa5f94f,2165,5850,1675,4843,490,1007
0ac36a24aa3dd7e8bd7f009ab6115481812ed053c8b81967b0796a8d2f098b73.8bb6e1fad7c2034dc0a3121a33db4fb0,9256,23517,5898,16994,3358,6523
0ac4aa9b5413666a2bd66b96faa0cc8e656144ffcd351101071f8d028970befa.2fd32776a17d88eaa6fb2bcd792695f0,5309,9775,2710,6968,2599,2807
0ac59f02f886c015e0f15c0d0bead2fbfcc3e587d4bb216d73c457062d20e904.2bca88d5747ea51ba9654bb7511793c4,2314,5761,1336,3546,978,2215
0af93460eb34961e2368a829b874086dde456b833579224bc07b5309a6cb5268.3bf218c3ff613e43c42418313e6de724,62,75,62,75,0,0
0b107781a39f0db90a8f58cfee39e519160d0dbead210adc843ce13807f6b371.c51356ec447c9e1b38e4b5dc9082f3b3,1512,3507,1142,2647,370,860
0b1297cce41b1ed3df817a2aa6f9b95d1dc24556d29645d112e665d6039ba896.32d4e41ba9e7776165ced8f7bd4ed4fb,185,297,2,1,183,296
0b17b3558298b00f35d8425a57bae908f6c10d164f4b32e6cae2130f64c3d3d5.58f6469c1c9e8a3ffa043b6f7fb85928,1322,2562,787,1674,535,888
0b33469936791db785e8546bb752aa75de4c3227293a4237249dbd05fc12d039.1ea99c52b2110c7004b92ca0f134a47f,3538,8540,2395,6318,1143,2222
0b863f6214fe26efb3a3745e75cc5b7749631e49530cf73842ff125b75ce4531.a4423f2d93383599538eadcd30108780,1065,2713,888,2356,177,357
0c0bee91dee2cdbd3e5321331d756396946982dfe13af891cf1ecee5cc6a24bb.d56aa5f300743a31e993c74b522c8f2b,6345,16301,3810,10807,2535,5494
0c41904e61ca30362129e4b7f460b2d8b5b4319de24f497b0dbdfbd64ec0f87a.00d7fb6597d637308ef061ea34cfe630,3243,9275,2292,6876,951,2399
0c55e9aa42fa080df1266d5d9a1e9ee29cd200284bc1e7bb5f77e27c507320df.6bc16e328c1e4f6ba928b65f6f63dbf1,6003,10166,3041,6810,2962,3356
0c602ee784dd9c06cb8ba7b6a8c983731e53dc8d5e06090d8f0b211444d6cae2.3c83a589e78d276d9000fc739d3427c5,9160,21757,5368,14570,3792,7187
0ca33559f1571026805258966fb9a81237abae3cef6878951a17c2421d2c491e.a8c4d4f4915c437074d97da6174dbec5,14729,39496,9112,28731,5617,10765
0cc5a8fa9db4806e868be01bf6fa467bca738644fa65c86c53c874b38c8f43f2.49aae4f961acb3d419234c385f49dd8c,1605,3211,1198,2597,407,614
0cc817941bac3ae28b5321c53bff38943c0ed19086a7e07056ab68de26e92921.3a24b61f3fb2ca96faf9ddfd4c8bb950,5963,10627,2193,4391,3770,6236
0cceea84886d862a703264074ace86a76ec8218c10789929b28352feab0d3267.3a412a79e2ccc14dacc8d3de24762e73,4310,6332,1968,4085,2342,2247
0ccf9cfae60602b20c679ad8d56cc14f94ebf50aed389ef9db8a86e717ed76ea.6fb4d640fd9021d43d3e952be9118888,8702,25441,6177,20255,2525,5186
0d065f2ad8667ce5e627a51ce566fe93fd258609aa97d04af9276e68a15473a7.86855d2327d3f03bf877824e91d5ac1a,5512,10818,3057,8304,2455,2514
0d424ec4633b3041e60c90f98c41ec6db42d5938d35ebd96c7a7f1e176fc20af.1dd13e1129e7331b94e57d5d4e6adb86,1194,2797,960,2345,234,452
0de8c1f2022565a3933fc339cb45d4b4c4efc56a5d146df9ee75c3f82b715ce2.8eb2d842052a325fbc12df306fc18622,8864,24154,6486,19843,2378,4311
0e2e5b5e550473e6c099264c6634d46d4f6050f5ab2e8f024b5ded4ee7d432a7.dc139e34ae36aed7e191868ea1571c4c,5662,11588,2722,6680,2940,4908
0e46b435d1c549260993b2573c432ff44588937e9350babf1e179cb11675e8ea.0d3b0e1d6a9bf806465cfaa727e8faf4,2337,4654,1442,3175,895,1479
0e4c19bbef3efe0170bfcd9f87f150a821e61f618db0a29332561d3d532c6a88.074ff9a1e9cc2ff503fc632fca907dc3,11376,28423,6431,20118,4945,8305
0e6589799faf7fdfb254c2c4d700b11a8c5a3942ca1b266a6a8e83fb5c669672.8a5ebf7d87f3d6f25c33f8bf4b0602c3,4719,12987,3417,10433,1302,2554
0e73b5360dbb882d45e31d1dcd6289a67056b3c37cc55f6e61fbbd0e44b9fbcb.2b238a5e164f25276becd33e40378aaf,1194,2797,960,2345,234,452
0e867737cffc0dcd3263c9df717bfeee69511062496b8207deb336bb6acf0dbf.cb822c039e2036a12a248649cdf5d2cd,4916,11301,3581,8890,1335,2411
0ea606abcc857616196a8e2f767e7b55864e5c35f31fd85e928f724826bd28f7.bf033af8153cc2c010068b75f4ce7991,8072,15042,4096,9189,3976,5853
0ec63150ec195601eaaf3a42330fe03f9ea97b123ccbc728ef883271c41f8dc3.23d1c5d04f631a09ea2f8dc5a0ea37e8,9598,23256,5730,16268,3868,6988
0eebb1b21eae8f47d8540e89ac76513d9100d61d4cc3abfbebb01d4b20dc86b8.1e89da7f717949c839fce0567b234288,18262,48791,10255,33542,8007,15249
0efc045399ef19b363937ece2ada37720c69f6a6c4365cc686aac320435a843e.21a2f3e73a12966655969b328337a49b,1269,2472,945,1892,324,580
0f18d0cf80f7619d17142110eadbfe1ad01bc5936f275d666c454234241ca382.4e5d75a9835e0116747f9a315341f85b,2547,6741,2068,5813,479,928
0f42964440f5519ad7dad1abf23e44d40353022c81e02cbc869a07646c6b3955.7812aa2b857a641a8bfed0dcee3c62a8,1318,2985,1105,2632,213,353
0f882a37cb167ab82c3b3b614265637100d659e00d407ccc0025ae911ddc1b70.d209a05ddd0489c1b8fa8df395c28884,1177,2901,984,2564,193,337
0fb8662937ff9ae70d0f7fa46580c7b6b8b120d023a7b90aa0231cf989f4ea3e.01b98e845f3b92b5b663f42486fa35f2,1605,3211,1198,2597,407,614
0fbf7aea1b44fea666539ba7cf41e526b0bbaeb170c937e7e5ffae508c2469f3.1da983326c4ff4a71b9dd86632e4539b,8235,22307,5205,16187,3030,6120
0fc8c7f5e63a34ea4d439c78354a507ddc3d2aabd853b2a93b9461c45986adb5.3bf0204680dadbbf44735626eb245609,1961,4487,1448,3584,513,903
10144854c3402e3c9755dee26f4a07d36d24fb82ef4df90a5d2f2bb22ab86c40.a2e6a0fa2b5440493f415c8cf3a177e1,5795,10922,2771,7162,3024,3760
1041aa822ff11fb8712bc48b84a5cdb755e213587242bea3fb984f78f75d7958.015b22bf40ef71d0800e429090ac2f6d,2279,4315,1640,3234,639,1081
10425aea7317cc1da95a232189e653b2cc6876e23cfce45d6215c6c86f223eb9.4dd41f1519116304dc95e8810c90d57c,980,1770,705,1286,275,484
10436532142e62826097dab592e8e82ec181af899a900f7df1cc9cee159323f9.0f1d07ed220a2e6c2b3d04293419df04,1605,3211,1198,2597,407,614
109466b65cc4a0fb1a55abbc62b9b3146fb6c5eefc6db908857c701970c1a2bc.bf117afd8e267e6f6e732beeb1710b6d,1004,2121,708,1479,296,642
10f6a5912fc45c6dce219f28bd493a765081f6a01b090293b5a3b57836c762eb.3cb65f7a8b7808ac5ffefb87da47438f,7420,13312,3529,8837,3891,4475
1101724b9c92cfebd793bdc1501a8aedae8ec84cb499e35b115fba98076be993.8ebd75fe0312fb8e2a526a7573998b26,1650,3571,1234,2854,416,717
11319907c827237820d2423db757cc28bc142ffae07bcb2e6b1ba58bfeaa1350.97e0f07fb425326218b080473f8d7a66,5512,10818,3057,8304,2455,2514
1150739b1840efea27030c78bd2517db787ecce8ad5555091cd82995bce113bf.d9f5161ee398207ff1aca19c90c3aa96,2311,5039,1641,4159,670,880
115b93502865d6ace40833f6a44fb03fbc187b58404ab7c7ed1bda739a227b18.a23fea0f6ea5210e0f71026ce7a6cc90,1214,2655,846,1940,368,715
11a117cefbcbf2854ef1c267c812cc01800345fe7afbd53434928482f2902eeb.782639d81a1b75273916695b2b012603,3207,8720,2400,7253,807,1467
11f3587efb94b8bf783ca30154650ff940430e1d76c723b30b75512bba55bcd4.4b40f25e798eb9d5ad37f622daf4c7fa,5664,14150,3863,10743,1801,3407
1254944954792b98be930181c91956cdedcb4e003e98488fb49451f335cbb81f.1deaf3309348dc4232e66d23b244237e,3911,10976,3038,9006,873,1970
126b346b85a96b3fec082aba092c11d37f481ef6ee40f76de9b1e9df89700c96.9d9c2fb1bfdd489b86dc4b4cbd41906f,190,335,2,1,188,334
12780c0ed735628dc21a5c0e4783e82c017a6ad999fd74e29420f5c1a598ca6c.87bffd9c7ee57e080dce8c3744a482dd,1214,2655,846,1940,368,715
12952e8099be21de583fd1cac6b90bc4dd012f4b2b5c157edb318b34c07c1995.4b23d5d9b737606431d5d5528de5aaab,2904,6223,1977,4590,927,1633
12a2109e9bdc2158265a5039264fa1c096979c56bc2133b5f77f37f0ff7ac1b8.9b77fc7b3df1f40128701bb5f06f76a4,12147,29306,7015,19679,5132,9627
12a9a75351d2a64c30f0647a307fe17587e46c8d2a7067bbfaad21c9932c78d6.4d863437c9c1a0a1d1a4ed9e036afb07,3885,10311,2898,8358,987,1953
12d944b3b77e2013ad9165696a6ccfd93ec2ad8ddfa65a9559c3524efbfb15e9.26ecccab38bc24ba0590d4cd035837e7,6203,8855,2418,4691,3785,4164
12dac429a1fc8ad89c56a56b769b9e36a68b6e0073ce5d76541bad78f0d03387.7b8a4e38f3abe7671a9fcaf6a533d81f,3584,9363,2571,7370,1013,1993
12fb1925a4eef49b1863573532e9dde7cdf41d6d220c28221ebed9a8c6b29e8a.bf76720f7b5084b7db33881dc1053566,2880,6234,2166,5058,714,1176
13058743ab7b1833913e4f47702cdc2e7dbd559046ef82c84d7afdbe50104efc.aea02d6d5afbba7c0411b9a0f58b8256,4228,10924,2869,8431,1359,2493
131dfef438813e1d826acb1de0c25d2633e7e61582c5b990bb2bcbc434aa767c.5fd35cca79ad8051ddcc013093db9f27,4355,12619,3370,10579,985,2040
1327cd9660fff9b238644a041960f11d9210179ce6b68a66849eec8cb6ad5325.29b00913d6a1b0a822e7c96c6cde8bcd,2649,5201,987,2233,1662,2968
137e9a8a7b1cf820953826417a87dcd35bd18f4911642bed97c2e664837697a6.6e7bf8cf914f26f5f7d51f333ca932b1,8864,24154,6486,19843,2378,4311
13821b8ce7484e5deb18df17bee0178c28de6f798d600a851a09090cd0c5263f.7ff8f7cae9eee3f79c40c3d0ea9c71f4,12438,17786,3826,9188,8612,8598
13a8790488e350f0ff726242189d21f6ca7b61f49fa95c0f1c4d7d01f7135228.6daf334666acf39136d768e617f1acd7,1605,3211,1198,2597,407,614
13b91b96b84d98452fbc1bf26554b7e5abd725bb7513f4ab59dec3245ceedfb7.7b533ce35f0d3e2aa0252d3eddd1e7a7,3725,8806,2633,7160,1092,1646
13e039a752f826efe4470da2d255e339514fef90ea87516f3e2805d316129445.03c7fe424de542d0b796fdda95865db4,1605,3211,1198,2597,407,614
13f44f41e347335d4f788fa35ed5dd3a1ab636951868b53f4a00d557b55f0014.22df1907da78b71f3b0def66f46c0d2a,5482,14194,3923,11489,1559,2705
141628998bf8c8cfd304341f84931f63d8301b397fee1839766579866ff08751.d431b706e37aa2acd3da78fd73a98023,10027,29326,7110,23446,2917,5880
145f79c783440f9d221addc659b41cbfb12c6b73d91cf4be41281ed58d7cca42.7c288ed875980a888a89c8301feb4bd9,12119,25760,4340,12570,7779,13190
1479457b077f7623c713cbef4805e22ad1d30db2caaf2d340072828f988ca5f0.acee02e49ecc78c8e6ee2d6f130e8b7d,10543,25767,6136,17781,4407,7986
150354e5d07f50b30b73f6c9c4f410db7390612db23d6c0b9256b66021f90bc0.39c7f69912ce91b7a21e2dac3a516666,4494,7988,739,1589,3755,6399
1511dc4b39901257d960306e452bfdd44bf2886cd96db96cadbbd492e8448a2c.6d0f297e2aa8320c0c662d53be36178d,560,957,397,651,163,306
152fe2832b1bb0d5ed823e0e6a850c5e3137dfc98f21bea7a977f89926041a70.23bd7d07f8838a427584fef6914a8556,3939,8266,2421,5728,1518,2538
153de681d7dddd93af1598896237548b85199ab23c69b94dfbf8c412dad3f059.7fd7647c608e1495baaddf2ad5781bc0,3885,10396,2901,8433,984,1963
154915a1e1469e9eeb03a55ed76d28c6f695f12cd376c35efcee214c5e6b3fa1.6a4615a2866a807db7c36614b1a266a3,62,75,62,75,0,0
15684ba017f0b1a409ebfb9d2ccbae7e0cfe507418d33086aab85c7fe1214c95.635548412973204284fa48e5ab9730cd,1393,3275,933,2475,460,800
15c41d579130c273c4843c3b0866c752c25300b60ecba8c65bd38ebfd236ae84.3b7c36d4e0b5d05a533e0f4b6d15ab3e,1605,3211,1198,2597,407,614
15d1fdc4b27509df6d31f851675d03a21939a165b2011bfe0db5eea69bbb6b3d.8a7f6c451bcdfb199891048c5248e254,3046,7105,2043,5258,1003,1847
15e486664aebdc187052871fe33ccb78e2d700d3cc88e56cad2989f8aa5055e2.9f29e5456486415d0e3314367332fab2,6340,16376,4188,12187,2152,4189
15ff51b59bf8f781b78e7f4c843b2abad6a0ab5dcd70f97315534e2b7bc0e090.24f2f765be05b46cfc6257039d9fe0f8,1889,4432,1424,3739,465,693
1612d01d8264ffd5935190ac97f5193a095bd040cc2962ed46da4aa2d537ae07.8f3774852d286fbde470ce914ddddb43,1605,3211,1198,2597,407,614
168c421bada510503054f8ec0dbde16bb0d505e5ae3eb55322bbbf99c488de94.6d5051a984d98655a0e17728c3445a23,3885,10311,2898,8358,987,1953
16b8f15a846d9982e4a63da575c5dea5f1a3f7d967a257e13957e057767f1f68.98403b3e0ad6d419dcdb81b26e9ab63c,4932,14109,3071,10040,1861,4069
172617b1b82e518b082bf7b631991efc7c5c86c09bfa95475620f497795cfcc4.4f3c28d6ad11eb2d6be1aab395e785ea,5963,7849,1578,4089,4385,3760
1793455f64af7e497bf4995c4487a33ed931947a15dca8e4765d97250a723876.088b5a6fe486a0bd8f9818a620f95aa8,3256,8202,2200,6032,1056,2170
179b39fcd5c8b05a12fab754a683d77b76ff67c7915975e61976fb95408aee0b.5d7587ada97e1969e434195c87826f14,6204,8860,2418,4695,3786,4165
1809d2294f47701969299b4eb5926fcc3fba3a6ba3bcaed36c699bd2a0792d0e.545dacc0643451a5d95e57606934dd2d,5960,9669,2642,6159,3318,3510
1817216e47d62f274374e01206d4dfa081cf6b90f27cba34a2b3da2adf37b0bd.022c94e7f61276268d5c19e9409d120c,1146,2480,921,2082,225,398
183c9bd65e2e58dd89c5914b4b98d0f38a10eed06f1a221ad2de171a891066c2.1ad84bbd303868c8d4ea461c8b3b2dae,15280,41206,9196,27816,6084,13390
1852b1bee35152200bcf1963dac3461cba616ecc1f69b9f6052d8e6280d9cffb.0d89af4a3cbc928cd09515de0c5ed21c,1605,3211,1198,2597,407,614
187142433921872121a57525efd6cd50a48380f65fa86f45b554f65200a7e527.54920df42a46e59b2e3fe80067392b14,2373,5917,1662,4609,711,1308
189a69faf6aa906fd97ebce02dd744d89b18ba852601f92a06f4e8896badbcce.40d2e62f9b5aef6f5e81a0678da554c9,1605,3211,1198,2597,407,614
18a74d85ce3fa05a621845b49225560f906c9586210a40e3649616092618dc49.538e5f5cc9bd3e7c5cddbc0722533f2b,2435,6474,1845,5263,590,1211
18ad38c57a257f94377da9a947f4c2b34412c26b226d2e60afaed16dea252b00.38d931ccb070a4c58b2542a6a6d5bd6d,11212,31813,5975,19913,5237,11900
18ed88f6a7436fab2b188ae57a01f5a32736aee0e1563975ab947ee5ce158308.8ffd949e511604a2d835a912c24f5ea2,5405,10343,2846,7044,2559,3299
18f294ad0e2941f961b387b1d860043bb7d855ec3c3dc9fecc3f9ee2b89d214b.6bd77595961d0b4797d72b3085e76935,5405,10343,2846,7044,2559,3299
191a0d386a3fb62e247f9ba794c99e1c1940c02a5d3eccc9de706ad96ceb111c.6fb16cfc21f70f61262595d885856473,185,297,2,1,183,296
194068710e21db396826059d7e1336ab193b62ecf6a6785c18a6f70bb7240e1a.8ce3174abfd131e3aa539c2db3f2d607,2442,6637,1918,5600,524,1037
1968e8ac04e65e6c200eda249b5b92f836ddbcaf5abcfffed1c2e04b471e6895.2ac035cc007eb005036d1e012364b2a5,4056,9722,2741,7100,1315,2622
1a2a6761a1279bfe9a352381dd66614b466b19aefaf17c300536be8e4be0b0c5.0e18d431ef22ccc9d326e9ffaaebee47,7385,12197,3480,7946,3905,4251
1a2b969ba56b3d3473fe45f87a04fa9610293e2ccf687b2d1d71220b8c765077.b7413b18ac9e71f04ffe5712cc787ee4,17143,39865,8203,24266,8940,15599
1a9a75579366f1d2dbeaa6d2423819d874537973815778eae3debef47da08a1d.5f6ceffae8a94773f508dae62b05b08b,1355,2217,908,1552,447,665
1aa440df9864704b99e5b209ede75c6eedf79b4a15192b3ac7b1eaaf3a7ea884.8b85d468603bbe35cd5ad50d3ca14081,10935,28988,7347,21417,3588,7571
1ac81207e56a14d1bc14ba4d3c0dd52260df4684b017ede12b362039b8608303.9d5328f044943e5a0b211b075a1bba9b,198,352,2,1,196,351
1aef95b2a9ce7ad863940ff1799a0922b015a7924397f6259c08011d9e4071d4.25ed11ae3026295bf779604701e0e662,1563,3412,1160,2670,403,742
1af33fdb847c2d38096ca752a6d959087ff4d1283294ebdb9b26de67d5f66a06.4c30d23bc419cec2128e0c08b4880071,2150,4995,1699,4261,451,734
1b49bd5522d31991e726bcda74d2a4335f56568cc3a51dd4c34a85e2cfe52522.19b80961a5ed014c119a0a72c013cf22,4743,8093,2309,5505,2434,2588
1b75c4ada8fd41b41f07de39040f9b8b5f61d01933365da0fad094848922a6df.5bd76de2d6f3d142c8c4790cc6deba97,2447,5598,1594,3926,853,1672
1b79b912fcc32e895cbeae8d629245bcd247bf04ed1e1c78833a3561cfb4e4e9.4ddb087ccc5c13cec125b6a044f3cf8b,3035,7802,2137,5703,898,2099
1bf50882ac1036b46f5d2db70cf86e4beb44b3bf95f564cc1173c1a6c0f6fd37.dc3ffdb470427c41775ef981bba5539c,10733,20292,3137,7649,7596,12643
1c31d50db2aca2c03836e7e0cbef657e97ee8dae70758c58f89975a11fc0b6ca.268116bcb99bd807aae5442973a72997,1607,3983,1261,3443,346,540
1c4ae702148604dc3caa91e9926fa84064235017084dbe65e53d0e4d382ceec8.6e30f9a5f3bf15360144449daf4a7c8a,1231,2800,1002,2425,229,375
1c5a89eb4638229dd8dc6d4f55bcac8d565d2fef20f6befe52270d50973b6151.2fc8df4c1ac50dd6371f4167c3e9d82c,5321,12125,2964,7550,2357,4575
1caafec72646035fbc490ea318525b02e46b5fcae5189912e478927b3d215770.16dd1052425fe89c73eaf80fa79b3865,10800,29350,6825,21261,3975,8089
1cc755bbf52754ea84f005ac7267e6a82d0da1e4b673c3e0c95c3fa7cc90defb.4bd18c14c4608b5f8928979f65a3ff56,4918,8045,2221,5162,2697,2883
1ceac9f7d1d847e916ad4cddf96ff18022aa9294fb0bed554c1f2cf520df1410.27ff49cd788646ca43019f88a314f617,6305,19667,4714,16193,1591,3474
1d06256e8e1b7b90b242bebc323a5ef2bbbc71e72185216c3f39462c4bcb71c7.9581687c1893d1d7a81a2635dff9086d,1608,3989,1262,3450,346,539
1d1c0979818597a7a49ccf6e7d7ba20a7916e97b1d5bc9f588f7011af53d13c7.8fda6f949ca3e0309b9538f301d1e087,6527,12039,2673,6701,3854,5338
1d1c3cbe620cba8310a46a0a2a1ffb3b308df44a8d90ef3a1ff800a504e0faad.9a070beb7adaa52c6ee0b85991ee1be6,1131,2261,801,1579,330,682
1d281a960e06cfb7368f950053dab1246b89b99b3716e7c38b705e6bda69b9c6.0f3fd28065fbbe22e3dd789e3f5f6dcc,12506,30450,7245,20599,5261,9851
1d3548c26c27cdaabe51dfb8eab2ad39298c63de42d3df417f8271926d8b115e.3acdb12559621955681ed7667dc3ebf6,3665,8519,2226,5769,1439,2750
1d7870a2695db2b9ec1a294fbdef7bfff504e53349bf98dbd02d6dace97dbcf2.301606901644062685a9bf6b036fd677,5638,14250,4053,11341,1585,2909
1d9e6f9c0038d798f10bf77b22837b45a917ad4627443cd64303f7f01c6ff796.03e386a7c445218efc8da9de3acd813a,1642,4517,1328,3885,314,632
1da5fadcaa815d9619353b8bf1bf4646c47eabfbc154d5dc7941adc1795b04b6.2b0ca8861d0534ea812a28d516b1fb28,6204,8857,2418,4692,3786,4165
1dba22c07cc1cb9022b80b3f996e4f6352fda076c16966c6f8efe8b6f0de45c1.3d94e9fd14bd856727b8f32fe2bc800b,12592,31129,7359,21158,5233,9971
1dd7bccf46855c5acfd9e6df65bf988a74546fefc961f940a7aff28a9c19d3c4.7d4b8754f2b8c0f97f3d9668c16f69ca,4081,10989,2843,8397,1238,2592
1e2490f1f56ed2ca74ee8fac2dbe5e590f78a1dba8d7dea1adbbf1f707e898b8.0c7ca272038ff162c6facef4c8fd31ee,3160,7595,2090,5466,1070,2129
